cust_no,ltv
0xb2d1b90a,142774.86250284896
0xb2d161b0,208498.46679027495
0xb2d3c832,10444.132688067391
0xb2d57313,951116.2020723167
0xb2d8d286,40898.44700864182
0xb2d64171,964676.945401606
0xb2d338dd,3546471.267690009
0xb2d4b3b5,27280.359799861617
0xb2d1f3d2,326824.4044251941
0xb2d55e1f,131661.8669161222
0xb2d2845f,427391.8647535876
0xb2d44d88,65421.775875838866
0xb2d1cabf,64426.70765066046
0xb2d570ca,328173.6029925326
0xb2d432d6,335253.279884045
0xb2d206ad,33858.75277209024
0xb2d59e4e,7178.877330574007
0xb2d0ecf5,119301.1508834181
0xb2d62a31,646912.6793842906
0xb2d17572,10894.477503085809
0xb2d10a9b,630079.6702366334
0xb2d5f398,60719.62450819435
0xb2d2474e,591448.3344913082
0xb2d1b289,19250.18325847499
0xb2d8c368,8796.938800184025
0xb2d4f186,1384359.9622777414
0x3b9b18ce,908994.150959513
0xb2d5a919,383646.48605795915
0xb2d62116,32572.08764272124
0xb2d47e09,62728.05219802026
0xb2d60e0e,73807.002379397
0xb2d415b7,64289.10882590376
0xb2d11b8a,712626.7550386757
0xb2d65989,67010.60398870247
0xb2d52b31,2151.0874680776487
0xb2d68a01,13645.508853034362
0xb2d1d377,561896.2450679104
0xb2d2eaef,508.29904915995064
0xb2d35977,3183259.8282220736
0xb2d4a6bc,188973163.33225915
0xb2d45be6,83877.51928454693
0xb2d48682,1560528.9675283257
0xb2d6a222,1791873.0785555933
0xb2d26e1b,57608582.68716057
0xb2d4bdfc,5988.92673606459
0xb2d4f5f4,5746744.55637802
0xb2d6ec3b,1022207.7897044595
0xb2d414df,9210.69439229961
0xb2d2a3e5,211494.69654547705
0xb2d1d506,156583.44001580696
0xb2d6060a,132920.41438378204
0xb2d39121,4833393.935959955
0xb2d0e434,10749.664286521314
0xb2d2fa8b,155247.43764941455
0xb2d314d1,640.2872116152851
0xb2d243c4,4555.985354467216
0xb2d40b2e,617959.0309509453
0xb2d5d7a8,7120.315792304112
0xb2d2a7d5,74423.75880345164
0xb2d511db,154971.68454496693
0xb2d29d16,353889.0451994482
0xb2d6b281,3075264.8848760733
0xb2d652f3,116052.88599959966
0xb2d2c6ec,4447307.444953224
0xb2d5857c,298899.48744506924
0xb2d5d7fc,7461448.295987123
0xb2d086d1,2810632.695617707
0xb2d4dd46,98968.9102878728
0xb2d5ed98,12602.57618138206
0xb2d41035,468077.4870364129
0xb2d5e35d,1067885.129833073
0xb2d2e8ca,614117.6100747809
0xb2d63712,352803.62828438845
0xb2d6cc94,1503721.3676656089
0xb2d39de1,19445.799850503445
0xb2d09c64,4154089.339190205
0xb2d4204f,27338330.67289505
0xb2d63e05,347336.6056668464
0xb2d24c85,55544.45236644281
0xb2d5fb8a,216417.92740321573
0xb2d22d26,31422.454253294753
0xb2d107d4,17242.32884561823
0xb2d1556e,2648152.83155278
0xb2d5633e,68133.5514478657
0xb2d42b5f,272497.9887533036
0xb2d5302c,541404.0398743479
0xb2d1b8d1,579382.8255199777
0xb2d30ddb,589505.7574460831
0xb2d13fd5,203881.07399957257
0xb2d60532,335262.2662514393
0xb2d6231a,692273.2533907108
0xb2d0bfd7,2086966.4249623467
0xb2d209d4,206369.19277530652
0xb2d6b34d,62993.60977280169
0xb2d5c290,5705736.181326488
0xb2d1b82f,1190046.3828779627
0xb2d78d1b,423769.40773781994
0xb2d62e27,22836.063756614934
0xb2d407ec,140034.40847345087
0xb2d649e4,998911.6541430078
0xb2d64192,298965.81249562936
0xb2d6a414,472792.4660768484
0xb2d31c21,569841.3511763996
0xb2d5e576,73793.4260189086
0xb2d10b01,9101.930761264886
0xb2d24aea,144569.31574248875
0xb2d06ca9,108893.52585358394
0xb2d2b912,418108.30036576965
0xb2d2d8c2,302379.44740675646
0xb2d23479,608774.2541343104
0xb2d5f0bc,15214.495748637795
0xb2d6f31c,936241.7779608595
0xb2d5d5c2,7731318.213785391
0xb2d17c32,246805.56719332858
0xb2d51ee3,291994.3047385546
0xb2d35df4,64712.167971762676
0xb2d61114,22963.285916989422
0xb2d06727,537387.6678226804
0xb2d68cd1,348555.7925194261
0xb2d69c85,3019.275962458456
0xb2d15424,1021160.8531927557
0xb2d4643e,189339.11541775032
0xb2d5e07b,889206.1756655085
0xb2d4fbdc,525.4954392494172
0xb2d49297,219672.8840519844
0xb2d0d849,677577.0430056842
0xb2d455da,277054.9197464846
0xb2d699d9,138697.81692168844
0xb2d38e87,654306.8279016286
0xb2d4a2cf,26716.256650343443
0xb2d64a92,53434.877537704946
0xb2d2227f,133409.30033028795
0xb2d6aa5f,417511.9162373599
0xb2d85bdf,168277.50195698396
0xb2d46471,1135879.1197872825
0xb2d6ed97,759262.074504063
0xb2d30f28,2058828.7147709962
0xb2d156e2,3457.309720834166
0xb2d4ee38,176596.34920499512
0xb2d6b152,45490.107782089864
0xb2d5e573,54707.45424866618
0xb2d42c58,261913.74732130623
0xb2d70522,328405.42224992363
0xb2d561a6,8689801.864462605
0xb2d4fc0f,6441015.650568937
0xb2d18256,1052031.678079608
0xb2d60a42,15208.166795577277
0xb2d65c47,7073.50079961653
0xb2d5bdbf,66510.72675864937
0xb2d3808f,463192.2161013497
0xb2d4be4d,35174.89622112302
0xb2d25b37,736546.7380762974
0xb2d225e5,192934.99135937172
0xb2d3c4ba,94633.5739732325
0xb2d2b5a3,0.6810617899454546
0xb2d69094,1423423.3813363442
0xb2d37c24,20963.52693093542
0xb2d20fa1,1555544.841514812
0xb2d57a51,169860.64215945883
0xb2d5684e,15882.964429037513
0xb2d69b29,76640.90251378289
0xb2d34c81,5613.461947130318
0xb2d30c52,1879672.421203617
0xb2d534fd,57850.306964600415
0xb2d44689,4434.604297000863
0xb2d54ac0,88179.15699808982
0xb2d3be1b,1307953.7955701787
0xb2d6fd24,5935.512914443754
0xb2d55ac2,629468.072169786
0xb2d7840c,229624.7176141611
0xb2d5dd45,9789737.003575219
0xb2d12e11,8.743911613956284
0xb2d09646,138264.80971132682
0x3b9b30cb,15667.974282907722
0xb2d5833f,1544.1605520574349
0xb2d60ccd,25234.878246428212
0xb2d68dd6,32909.156156843834
0xb2d420c7,5010357.740619803
0xb2d22a02,65264.86995098665
0xb2d37c0f,1837.3789644745493
0xb2d21a24,2618070.5906776637
0xb2d6fb53,240516.9904600358
0xb2d3d675,3055218.4316972634
0xb2d434c8,6090.854267587454
0xb2d0d222,10727.17379140556
0xb2d53041,36835.52045435233
0xb2d6b8c9,259678.0649326921
0xb2d0df03,171027.28858710604
0xb2d27a4b,296262.3230313406
0xb2d5aa48,436076.1981188817
0xb2d4db78,16388.851116894737
0xb2d22093,3847599.6103183003
0xb2d5b342,2280.412949262575
0xb2d24c37,111744.30335311493
0xb2d0c4de,4103068.9842219613
0xb2d2b138,1114250.4531440893
0xb2d5e1a7,599573.7450411234
0xb2d67fae,4253261.824922044
0xb2d685cf,57198.08783277832
0xb2d323e9,24355.993611681417
0xb2d627fa,591068.2483231756
0xb2d334c6,178913.15576099997
0xb2d6c7cf,111703.78745724473
0xb2d33139,93215.25183201136
0xb2d6922c,323075.69049879024
0xb2d43f7e,895609.469941381
0xb2d0675d,126399.93833549142
0xb2d6983b,53604.04489886343
0x3b9b31a3,308930.3944725255
0xb2d0f1ba,334400.1343719899
0xb2d690cd,357529.86905290233
0xb2d24da5,245705.18861568908
0xb2d5d499,729840.2753425017
0xb2d080da,161102.0158842502
0xb2d68782,62429.592736341925
0xb2d089a7,720260.7039715218
0xb2d6f37c,107592.11939711687
0xb2d64be2,95814.42136229006
0xb2d347aa,45.104308267214535
0xb2d2d076,31634.66272130221
0xb2d3fa24,697394.5529491832
0xb2d6ba43,1255.6577191781955
0xb2d5c8bd,206011.50085276656
0xb2d1bb14,8704.361670438047
0xb2d1f726,1775660.0904092854
0xb2d2ad6f,19.259654963964447
0xb2d1529e,367942.3846190183
0xb2d36cf1,54929.608981989644
0xb2d18691,36815.19919844525
0xb2d588bb,10991.875754609848
0xb2d6477d,187999.2776087982
0xb2d4649e,152770.5959709389
0xb2d31054,6203.679067442662
0xb2d6a59d,147888.88945604741
0xb2d417ac,412281.67574991146
0xb2d3e7d6,712658.2095413284
0xb2d2730d,36370.63001879878
0xb2d125dd,53839.27054490488
0xb2d31525,2876.1003889421604
0xb2d4187b,44594.43612576866
0x3b9af1d1,1819184.0442759434
0xb2d5cb6f,206184.42501884027
0xb2d62d6d,771431.596825606
0xb2d6efad,234316.82683908072
0xb2d7e013,149495.50570240302
0xb2d22f6c,604784.4531800032
0xb2d2fcd7,7149.680108963506
0xb2d16a50,335.114154070937
0xb2d1ba48,1543699.2000065253
0xb2d5fbde,81244.6751043302
0xb2d6215e,64380.4508244333
0xb2d62902,83860.30150098178
0xb2d56434,25479.403405380748
0xb2d55249,16375877.948157879
0xb2d689a4,1067230.4195026462
0xb2d6860b,115198.75322607902
0xb2d57cee,653008.8475811773
0xb2d5deef,258663.54778872692
0xb2d4a91d,1777620.8330481467
0xb2d68a7c,343006.25975794607
0xb2d386e3,534885.9866072425
0xb2d298ed,46831.39686896296
0xb2d716ec,858745.8727637783
0xb2d5bfc6,650493.515087371
0xb2d0d6ae,369071.05406265234
0xb2d82987,1310818.9251298446
0xb2d0b491,24190.417771175624
0xb2d70837,1884766.8943362948
0xb2d6a4bc,258176.73601191817
0xb2d6abbb,3049238.6089822063
0xb2d4f8fd,173246.9213928084
0xb2d5a847,2867542.39251326
0xb2d5cb45,57207.83489791063
0xb2d68fe6,2923.498442699691
0xb2d4c669,29193.05596631326
0xb2d5c5bd,6311012.985040776
0xb2d3e422,342760.0881591296
0xb2d34051,35806.63106542892
0xb2d22471,1845050.4294807198
0xb2d0a42c,61462.42300566731
0xb2d2560c,34543.99473875734
0xb2d128f8,510.55682299085584
0xb2d59b54,41430.99944507446
0xb2d2b972,245499.38322007467
0xb2d10231,101302.38461191655
0xb2d59d16,160903.32724345574
0xb2d17acd,1081447.901263523
0xb2d313e7,11223403.367137458
0xb2d20308,182396.5063431279
0xb2d342e5,37830.585681192766
0xb2d46fdb,4974.575443552537
0xb2d1b50e,1161.1374324788248
0xb2d6042d,376611.48725269845
0xb2d52e0a,6628370.713701438
0xb2d6d13e,2979.9135626909288
0xb2d6b842,17177.262723773507
0xb2d439de,6171.324644683376
0xb2d6a663,18152.865617022497
0xb2d0d7d1,50523.481930601316
0xb2d6dfa2,409953.0831934009
0xb2d5b78c,25138.646869162832
0xb2d5a100,2552522.5671829516
0xb2d1c70b,475996.31705666013
0xb2d064d2,3846617.723937881
0xb2d10ac2,244825.61368575503
0xb2d6a15f,150717.42500330252
0xb2d36a66,51617.23598240586
0xb2d5ae6e,4735853.281521223
0xb2d51880,30488.085955642575
0xb2d637fc,1197825.9723375915
0xb2d564c1,18193.032091876066
0xb2d2e0f9,9380458.61079654
0xb2d60d12,410776.8220853933
0xb2d0fc55,920960.2851361013
0xb2d2b0b7,6817402.911570225
0xb2d61108,147231.0185402058
0xb2d3921d,365.6324011652188
0xb2d1cb61,1419858.266854687
0xb2d55c03,898502.9500114762
0xb2d32257,341187.7416265064
0xb2d35926,679525.3704065825
0xb2d6a957,5347.680907271607
0x3b9af594,186769.88765727283
0x3b9b3b57,21271.227438849604
0xb2d1e7e7,832982.9015935877
0xb2d1c795,599486.4556934336
0xb2d0e70d,4622362.046917039
0xb2d39289,136721.76394239647
0xb2d3b344,831765.6303519204
0xb2d5f3f5,167785.93000061423
0xb2d6af3c,3512.256897828109
0xb2d0b9e6,658676.3450145649
0x3b9af270,1526831.0135442493
0xb2d4313b,6453712.560727792
0xb2d2377f,449774.58758477244
0xb2d24a21,2185018.0183333666
0xb2d7802e,34653.40783301385
0xb2d4fab9,1099487.4666324318
0xb2d61fa2,6756.028247970794
0xb2d45358,777127.2863823326
0xb2d12b6e,244988.80923868218
0xb2d6b209,78978.30470894987
0xb2d17989,13017532.572995383
0xb2d41005,11835660.258990597
0xb2d2de59,78598.00799296731
0xb2d281e0,40914.717929378705
0xb2d2bc5d,1578143.9827241353
0xb2d1872a,2327673.997809176
0xb2d7f201,42862.43433056269
0xb2d6a225,2040169.1295874761
0xb2d3088f,23858.834109517982
0xb2d40efa,457504.3150308645
0xb2d6be42,19764.225082705645
0xb2d5d60a,16564.79361487145
0xb2d3bec6,55049.74778310695
0xb2d41284,89644.5454444861
0xb2d50f6e,60605.14724286239
0xb2d5d7ff,17105.405281771953
0xb2d0b34d,57740.76247175384
0xb2d2959c,31834.51031698715
0xb2d23c53,642794.7327558879
0xb2d16b3a,516699.8348333854
0xb2d2c99e,1953404.1827397475
0xb2d68335,49923.151512081546
0xb2d60868,21703.656322229992
0xb2d193ea,31091.44852019593
0xb2d5b9f0,1230518.1354825343
0xb2d31ab3,5.782337267364156
0xb2d22399,67554.46275108284
0xb2d42772,64817.768248488464
0xb2d5dccd,2387.129674491488
0xb2d2c28a,803.807681036787
0xb2d52c4b,330328.3175798778
0xb2d2dd5d,98443.39115526709
0xb2d24bf2,6.8431514192960785
0xb2d2b768,2699743.9442429887
0xb2d6de10,2346159.72555074
0xb2d4e967,134418.78536372422
0xb2d1605a,3878.1701369410193
0xb2d22d83,78075.83710856044
0xb2d5e162,10378.963766311757
0xb2d6903d,230356.982847943
0xb2d23f9b,32174.219869535973
0xb2d3d3f3,415686.4020012534
0xb2d2865d,844161.8591204208
0xb2d22540,254716.28796288464
0xb2d32b42,1480028.6869229504
0xb2d347c8,21085.624564140588
0xb2d68647,489972.7297089813
0xb2d0ff2e,1730239.0686126049
0xb2d57c01,3599.8527223214583
0xb2d5ff92,1897263.045562273
0x3b9addb5,16367599.084883166
0xb2d3ee42,1130413.5780959153
0xb2d369d6,9428.070550915238
0xb2d230ef,808245.3950555574
0xb2d60088,43446.2514335595
0xb2d10c36,574560.4579400091
0xb2d23e6c,301594.4443572748
0xb2d19234,70002.08632712661
0xb2d6caf3,33813.08368257567
0xb2d6fa6f,734183.0791886125
0xb2d6c84a,34810.399089338
0xb2d53cf5,46001.92330055259
0xb2d3c079,1325679.569887962
0xb2d08944,284415.6269367115
0xb2d57aff,506101.93267131224
0xb2d0d2ee,287993.09272491944
0xb2d54de7,132310.15635866826
0xb2d5e9ba,216420.5979554241
0xb2d0ad4a,6297.235144236269
0x3b9b3836,12261.467751244185
0xb2d4a692,96286.2523229319
0xb2d2fbf6,33635.940259326075
0xb2d5e189,5673354.9878837075
0xb2d212ef,211777.8068904936
0xb2d1a341,210876.08348292793
0xb2d6fd03,738021.8849694214
0xb2d2b5cd,2228078.6006770437
0xb2d23f17,65898.77814267727
0xb2d1b6d6,108454.79307585223
0xb2d5e0a8,3043945.3374308418
0xb2d35c05,397047.33411878295
0x3b9b25d0,943591.167614294
0xb2d1a9c2,59136.47901001832
0xb2d2d3b2,113390.10321871193
0xb2d3cbc5,1052403.1190503465
0xb2d69ae4,2634.744918983571
0xb2d16705,16150.40236865071
0xb2d688f0,2077912.1976839073
0x3b9b38c9,350758.3282425274
0xb2d3ea04,4645.167948344138
0xb2d39205,40646.94535793425
0xb2d63a69,29818.450556952444
0xb2d130db,34107.12823069205
0xb2d38386,3098016.974409218
0xb2d2fd88,8914.716829707779
0xb2d4914a,70494.29444881949
0xb2d4cab3,8491366.367893972
0xb2d1d03b,3138671.8780497783
0xb2d2b5f7,68490.17985619746
0xb2d3151c,7967074.89951186
0xb2d143dd,698875.7986900265
0xb2d1b856,288496.1709612809
0xb2d20980,868042.3887171162
0xb2d35158,1069163.7464883043
0xb2d5c37d,817938.2425827687
0xb2d88d9b,6534.917443003714
0xb2d3870d,15433.959043078985
0xb2d31bf7,1318263.1062086674
0xb2d5bcd2,6397130.274006081
0xb2d6db88,197627.13421136263
0xb2d6008e,67094.8004714949
0x3b9af477,469239.5245479432
0xb2d26aaf,38287.04540466462
0xb2d1c34b,1698397.25909041
0xb2d2ce4e,715803.6731211178
0xb2d09a36,155839.92232263373
0xb2d6cd48,80966.18168389112
0xb2d37a41,23669.034110783537
0xb2d21334,10744.308123092613
0xb2d6e7eb,263712.4170661706
0xb2d268d8,3032661.1269647963
0xb2d128a1,405902.5464419382
0xb2d5954b,16960.533901319526
0xb2d2e8f4,65238945.17956121
0xb2d57ed1,394282.2114163708
0xb2d5b453,7329.57234220781
0xb2d8d430,2689.8080948796105
0xb2d83947,55144.83044578395
0xb2d63355,43328.61343644
0xb2d26bd5,251356.58814507764
0xb2d11287,110614.25322293297
0xb2d44797,3020854.5608930564
0xb2d4493b,69659.16557987867
0xb2d06d33,29327.22900549135
0xb2d1938d,368363.14371942246
0xb2d6e452,538576.4052253641
0xb2d25324,18176274.4178024
0xb2d319b4,16636.327735572086
0xb2d781d8,967.1470665092165
0xb2d54f10,100115.27898277804
0xb2d4a6ce,116563517.86846046
0xb2d6c2fe,5.921857688457188
0xb2d0d9e7,129530.32327134459
0xb2d68cb6,77658.51959795444
0xb2d617e9,4782.451039892953
0xb2d78af6,359245.3679614219
0xb2d4637e,129703.03568784927
0xb2d63841,1697887.3627107793
0xb2d34393,42889.237253486965
0xb2d3d1f8,139172.77427300764
0xb2d2b027,73982.64232228578
0xb2d6d276,89821.90233561229
0xb2d6c12a,167570.31453046785
0xb2d256a2,475690.9971565889
0xb2d69a6c,12009117.822405968
0xb2d2b47a,1000638.5099259623
0xb2d6c0b8,115718.59064227557
0xb2d1ee2f,330343.3862932098
0xb2d18cee,11847.429792517445
0xb2d2e17d,1773681.6411828713
0xb2d475e4,44890.42807840318
0xb2d616ed,3417.3536352555293
0xb2d4fd11,8342530.925920164
0xb2d212c8,232054.69541991776
0x3b9b46fa,2984.0168759093153
0xb2d2ae17,426488.9501715697
0xb2d511c0,370091.23378335085
0xb2d5bbc1,238059.840982426
0xb2d3380e,280387.40377426124
0xb2d5759e,5507539.796177112
0xb2d4f129,272405.0859427942
0xb2d6264d,407687040.6761265
0xb2d17764,289109.5540314574
0x3b9b1865,382887.9132502608
0xb2d8ed26,1793.3772143804479
0xb2d59cbc,793844.2831489913
0xb2d68dd3,74251.53996527064
0xb2d0e644,446.2638419649923
0xb2d1f4aa,65827.83016867968
0xb2d1a23f,665078.7916113903
0xb2d39d57,2920735.1517698383
0xb2d26392,706921.0862958528
0xb2d2eacb,9619.800841218976
0xb2d6a79e,551138.5933611112
0xb2d41053,665015.5883051861
0xb2d53c5c,1209763.0259931872
0x3b9ae61c,994614.2971209134
0xb2d33430,142.57570828938944
0xb2d67cea,44530.55413578784
0xb2d5b4d7,130567.93410577235
0xb2d360a6,157512.14195701608
0xb2d580d5,464823.6400742251
0xb2d63673,15113.690521207072
0xb2d2978e,3346.939432308519
0xb2d1a8b1,88523.58552386599
0xb2d2297b,137078.07995144202
0xb2d570b8,547967.044040261
0xb2d6ab64,294872.79921450384
0xb2d60f4c,2076310.9461112018
0xb2d34975,263922.07056349
0xb2d6aafb,8.945369727971784
0xb2d51e20,608192.77398231
0xb2d2b9de,443006.632026242
0x3b9b3047,17647752.521297187
0xb2d38644,28958.86327987773
0xb2d37c30,37827.20374536864
0xb2d6268f,586342.7906207537
0xb2d10543,229858.27910907086
0xb2d471a9,13269.670825725936
0xb2d5dcc1,1.3454499082082776
0xb2d101ad,31766.820468201484
0xb2d2d724,52462546.049015366
0xb2d3b5fc,25726.190392142857
0xb2d1c267,4513.62085565648
0xb2d4bd21,119624.55183082499
0xb2d6a9f9,615332.6047961477
0xb2d30e62,305.5653374974424
0xb2d6ef05,1092690.0610993016
0xb2d3ff97,69195.22460970291
0xb2d4586b,115379.09274534674
0xb2d095c8,120050.62926070255
0xb2d44d2e,72115.45854893133
0xb2d227bf,10513.13668836433
0xb2d1b7db,98560.25530061922
0xb2d06916,33756297.43596128
0xb2d2bc48,135347.46231849265
0xb2d17605,37719.51004701081
0xb2d3210d,84601.29668077064
0xb2d563ad,9914.134631230872
0xb2d421c3,13435523.867483255
0xb2d6e9e3,22315065.232731517
0xb2d2fdb8,44614.25768443824
0xb2d68713,71597.2136996861
0xb2d4c9bd,44935.80397133014
0xb2d06b32,1353258.246091456
0xb2d122bf,2810335.5315299425
0xb2d0af30,1230871.1173738842
0xb2d0b50f,462497.2497796356
0xb2d23ad9,60509.20718562821
0xb2d52df5,10270.547469618656
0xb2d43e10,13756.647608335388
0xb2d5d71e,74399.32141572837
0xb2d5c4c7,5848.068005574895
0xb2d5ad8d,17410.933649947274
0xb2d667db,1296824.3444198815
0xb2d57b68,55968.56910484485
0xb2d3ba0a,28260.691693860714
0xb2d6b773,2304588.9779030234
0xb2d5c82d,37428.19859781764
0xb2d59b6f,294660.6676476301
0xb2d479e0,1643941.4036457224
0xb2d408fd,219852.76344152683
0xb2d40d38,346255.2541824682
0xb2d1f915,378361.71435743617
0xb2d69715,2006898.7478212838
0xb2d1838b,113970.37195210197
0xb2d13d95,55021.98848336773
0x3b9af0cf,1383482.1815785884
0xb2d0c2c2,166080.73019599475
0xb2d553db,307931.5044140919
0xb2d695f2,2146655.772604628
0xb2d1c9a2,515555.0470105623
0xb2d6c9a9,2371161.594921369
0xb2d2fdbb,402046.7910518587
0xb2d4d0da,659882.0290581995
0xb2d2ce66,30229.898420876147
0xb2d547e4,547753.8106025326
0xb2d318b2,127043.57400933545
0xb2d21388,176688.00216255637
0xb2d23de2,735784.6632855161
0xb2d54e92,4162.042144582001
0xb2d16786,66894.55487355289
0xb2d108ee,21269.050464364544
0xb2d21118,1901905.5215150611
0xb2d0f421,107663.23546708134
0xb2d40297,264055.78468289453
0xb2d37081,8487631.172555093
0xb2d16abc,3814.584265832786
0xb2d626d1,2317789.725818714
0xb2d3898f,469471.8250006898
0xb2d38ca7,13279.245046972303
0xb2d244f6,5402.665706910576
0xb2d28b4c,122305.63209379274
0xb2d87976,152703.9319059013
0xb2d3339d,133981.06684988338
0xb2d39cd3,315705.01370880345
0xb2d068fe,3632727.2732253512
0xb2d6059e,4138358.9808641383
0xb2d4daee,3419311.7532866634
0xb2d3731b,2371.6850039035144
0xb2d6bacd,258.06731323141884
0xb2d4cb16,353131.6028502834
0xb2d16ff0,301418.6590602031
0xb2d565c9,6464375.839904861
0xb2d64741,2334025.3785922267
0xb2d14770,211205.67084606393
0xb2d34dad,92649.37186533315
0xb2d4da3a,1160776.0108623954
0xb2d5cbb7,117763.52190382728
0xb2d68a10,110789.81753765869
0xb2d28ce4,60660.204893392525
0xb2d11062,94766.92240771129
0xb2d34a56,135656.83436106375
0xb2d1b2b6,1433007.067631198
0xb2d11b21,330394.86673152953
0xb2d22a59,5437290.327989461
0xb2d126bb,353756.861183148
0xb2d2d904,76311.41954710486
0xb2d22cea,764774.8714650378
0x3b9b178a,1030263.3028620908
0xb2d101d7,1890932.4320702683
0xb2d33eef,254519.43250873857
0xb2d386b3,786556.0598768374
0xb2d5b0cc,112401.23508088749
0xb2d1f58b,40241.690816776885
0xb2d52990,187873216.02417582
0xb2d32f02,10710637.65618832
0xb2d56572,668605.4224839717
0xb2d78d81,286080.85237942595
0xb2d23ffb,14334.744010532424
0xb2d5ecf9,473146.23088474455
0xb2d5e5bb,2124232.8559485786
0xb2d148ea,161204.33557243206
0xb2d24109,772521.9443799398
0x3b9b198b,247327.80055358357
0xb2d81160,86067.02248394147
0xb2d5837e,869348.0115363577
0xb2d22df8,158464.20230583954
0xb2d49678,4191.189054851965
0xb2d57b65,100380.00798799103
0xb2d28d2f,1103378.9140392283
0x3b9b4712,39943.86983286313
0xb2d16ea9,8164.72533196279
0xb2d61b43,514555.1555689915
0xb2d29221,108669.07409138679
0xb2d63469,38995.90869937121
0xb2d1bbef,350847.1559343661
0xb2d60997,385156.3991029969
0xb2d311ad,2950749.081961554
0xb2d5b6f0,17419.241584331634
0xb2d615af,557893.0082777976
0xb2d089e3,1366607.3014183808
0xb2d55ae0,2169253.9485355653
0xb2d2d75d,321564.96343243745
0xb2d31d53,331666.72866988904
0xb2d6f6f4,187654.37154288948
0xb2d114a9,32820598.989902847
0xb2d5c0a1,559029.4217100256
0xb2d43840,13663.654393367247
0xb2d39dd8,95119.56872087247
0xb2d58177,478006.62658838055
0xb2d5f5c0,105205.8939061981
0xb2d4559b,141977.69247229936
0xb2d2d250,9953659.429798095
0xb2d10726,104887.2400546653
0xb2d5dd54,213344.0631519626
0xb2d53d6a,11606.06296711709
0xb2d50155,4464104.0574669745
0xb2d21fc4,1907005.6175818588
0xb2d6b503,531480.2984973688
0xb2d41f83,82276.10697697844
0xb2d11e90,25532.15501872191
0xb2d3573a,4304.521790329618
0xb2d6da8c,4863002.086179008
0xb2d53dc4,211231.50114779032
0xb2d31a98,22291.468307611976
0xb2d55984,1466190.4930033784
0xb2d1624c,1121.2837706318883
0xb2d42c85,429452.1420817565
0xb2d4daa6,1451662.510909815
0xb2d3ebcc,325788.3992482029
0xb2d0d7bf,9728.960486749833
0xb2d2972b,27262.411809384274
0xb2d0eac4,117012.04686386575
0xb2d367b1,975355.9088747738
0xb2d5122c,11289.383515072075
0xb2d6b7d9,25001.84418142131
0xb2d1e9a9,65.27985880056842
0xb2d198c1,381246.8975510984
0xb2d24da8,163952.26487045066
0xb2d53fc5,8066.838244881617
0xb2d21955,40973.109906263904
0xb2d29d2e,6935.6241351795215
0xb2d0c931,100510.0567927456
0xb2d6c09d,21723.434902284334
0xb2d31549,428781.8494611465
0xb2d156b5,20188.634285461154
0xb2d49be5,104949.01717021316
0xb2d6ad14,39695.697408787484
0xb2d1e67c,5247.98304784368
0xb2d563a7,3089991.12269387
0xb2d36ffa,17617.803820919788
0xb2d5f28d,42309.27840955957
0xb2d27cf7,20969.010119603736
0xb2d2f30b,1690.9286290076495
0xb2d28972,20137.585362347865
0xb2d0b806,2519.313478010143
0xb2d868bd,19017.276060087413
0xb2d5b7e0,113589.97942131406
0xb2d1fee8,1418118.469219187
0xb2d2e1e3,7447.9197947558605
0xb2d19429,37558.13437310824
0xb2d35e2a,20056727.68843087
0xb2d59a8e,1104995.6613720977
0xb2d34558,21801.26634582448
0xb2d261d6,153901.03297068735
0xb2d5eedf,4941968.797833104
0xb2d57eef,8387201.018506911
0xb2d605d4,117179.97226909705
0xb2d651b2,508038.37487537944
0xb2d5ca28,22354.65646440209
0xb2d56437,1348488.948506649
0xb2d6058f,779321.1067637788
0xb2d5d47e,27160.350139145266
0xb2d53059,366470.06241251586
0xb2d38f98,110315.70130666014
0xb2d5a916,61.18614042406553
0xb2d37702,210830.99264914225
0xb2d42a78,0.0010238936758842476
0x3b9af4c5,23835.754668349295
0xb2d60616,1218168.0664573514
0xb2d62daf,34720.56947371628
0xb2d19807,263487.0352450608
0xb2d572d4,1604040.6174704856
0xb2d5b84f,131042.43001257212
0xb2d5c95f,2071574.220431909
0xb2d2aab4,111645.3968236703
0xb2d35d61,1156020.4012632354
0xb2d21ae4,37400374.84495717
0xb2d50296,2716611.806284901
0xb2d0ab76,24299.09135435187
0xb2d134c5,34153.01991517344
0xb2d5a4c9,1234265.723803397
0xb2d61b6a,13049.856539643219
0xb2d70021,2438563.0457763486
0xb2d68ae5,692520.146648949
0xb2d69730,58231.51443366473
0xb2d3f86e,1753322.1182006574
0xb2d2f5de,394556.65846752963
0xb2d49e22,83451.6354617343
0x3b9b183e,324595.3098712147
0xb2d2c6e9,85471.8030680805
0xb2d1b3d6,91066.23997718397
0xb2d62cb0,20737.20629201363
0xb2d26e72,9588.96636717614
0xb2d0adaa,1104254.7807496795
0xb2d1f714,267382.266024886
0xb2d68ef0,450724.1345543373
0xb2d3a7fb,15501.82777521832
0xb2d25d53,4538517.944943951
0xb2d333a3,43423.18153630032
0xb2d3f154,7231.013528919
0xb2d210fd,501468.6866888085
0xb2d126e5,310094.4406296608
0xb2d0841f,669186.2134155448
0xb2d5afac,140350.6408620197
0xb2d62302,348.85976368387725
0xb2d1add3,17877.617451745744
